"ID","Last Acquisition","Latitude","Longitude","Date","Time (UTC)","Heading","Speed","Official Dest","Official ETA","Draught"
1559,"2020-08-28 07:52:08","37.15232 N","9.8102 E","2020-08-28","05:33","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1558,"2020-08-28 06:52:21","37.1523 N","9.81013 E","2020-08-28","04:45","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1557,"2020-08-28 05:52:08","37.15228 N","9.81018 E","2020-08-28","03:45","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1556,"2020-08-28 04:52:11","37.1523 N","9.81018 E","2020-08-28","02:51","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1555,"2020-08-28 03:52:35","37.1523 N","9.81015 E","2020-08-28","01:51","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1554,"2020-08-28 02:52:28","37.15228 N","9.8102 E","2020-08-28","00:51","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1553,"2020-08-28 01:52:26","37.1523 N","9.81017 E","2020-08-27","23:51","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1552,"2020-08-28 00:52:09","37.15232 N","9.81018 E","2020-08-27","22:45","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1551,"2020-08-27 23:52:26","37.15228 N","9.81017 E","2020-08-27","21:51","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1550,"2020-08-27 22:52:26","37.1523 N","9.81018 E","2020-08-27","20:51","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1549,"2020-08-27 21:52:13","37.15232 N","9.81017 E","2020-08-27","19:51","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1548,"2020-08-27 20:52:44","37.1523 N","9.81017 E","2020-08-27","18:51","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1547,"2020-08-27 19:52:06","37.15232 N","9.81018 E","2020-08-27","17:45","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1546,"2020-08-27 18:52:14","37.1523 N","9.81017 E","2020-08-27","16:51","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1545,"2020-08-27 17:52:35","37.1523 N","9.81017 E","2020-08-27","15:51","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1544,"2020-08-27 16:52:17","37.15228 N","9.81017 E","2020-08-27","14:51","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1543,"2020-08-27 15:52:20","37.15232 N","9.81018 E","2020-08-27","13:51","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1542,"2020-08-27 14:52:11","37.1523 N","9.81018 E","2020-08-27","12:45","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1541,"2020-08-27 13:52:06","37.15228 N","9.81017 E","2020-08-27","11:39","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1540,"2020-08-27 12:52:06","37.1523 N","9.8102 E","2020-08-27","10:51","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1539,"2020-08-27 11:52:15","37.15232 N","9.81015 E","2020-08-27","09:33","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1538,"2020-08-27 10:52:28","37.1523 N","9.81017 E","2020-08-27","08:51","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1537,"2020-08-27 09:52:10","37.15228 N","9.81017 E","2020-08-27","07:45","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1536,"2020-08-27 08:52:07","37.1523 N","9.81018 E","2020-08-27","06:33","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1535,"2020-08-27 07:52:10","37.15232 N","9.81017 E","2020-08-27","05:45","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1534,"2020-08-27 06:52:25","37.15228 N","9.8102 E","2020-08-27","04:51","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1533,"2020-08-27 05:52:34","37.15232 N","9.81017 E","2020-08-27","03:45","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1532,"2020-08-27 04:52:11","37.15233 N","9.81017 E","2020-08-27","02:45","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1531,"2020-08-27 03:52:32","37.15232 N","9.81022 E","2020-08-27","01:51","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1530,"2020-08-27 02:52:00","37.1523 N","9.8102 E","2020-08-27","00:33","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1529,"2020-08-27 01:52:35","37.15232 N","9.81015 E","2020-08-26","23:45","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1528,"2020-08-27 00:52:19","37.15228 N","9.81017 E","2020-08-26","22:39","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1527,"2020-08-26 23:52:20","37.15228 N","9.8102 E","2020-08-26","21:33","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1526,"2020-08-26 22:52:17","37.1523 N","9.8102 E","2020-08-26","20:39","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1525,"2020-08-26 21:52:22","37.1523 N","9.81018 E","2020-08-26","19:33","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1524,"2020-08-26 20:52:37","37.15228 N","9.81017 E","2020-08-26","18:51","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1523,"2020-08-26 19:52:23","37.1523 N","9.81022 E","2020-08-26","17:45","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1522,"2020-08-26 18:52:25","37.15232 N","9.81018 E","2020-08-26","16:51","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1521,"2020-08-26 17:52:01","37.15235 N","9.81018 E","2020-08-26","15:45","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1520,"2020-08-26 16:52:09","37.15232 N","9.81017 E","2020-08-26","14:45","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1519,"2020-08-26 15:52:31","37.1523 N","9.81018 E","2020-08-26","13:51","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1518,"2020-08-26 14:52:01","37.15228 N","9.81018 E","2020-08-26","12:39","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1517,"2020-08-26 13:52:08","37.1523 N","9.81017 E","2020-08-26","11:45","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1516,"2020-08-26 12:52:19","37.15232 N","9.81018 E","2020-08-26","10:27","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1515,"2020-08-26 11:52:13","37.15232 N","9.8102 E","2020-08-26","09:39","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1514,"2020-08-26 10:52:14","37.15228 N","9.81017 E","2020-08-26","08:45","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1513,"2020-08-26 09:52:13","37.15233 N","9.81017 E","2020-08-26","07:39","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1512,"2020-08-26 08:52:15","37.15233 N","9.81017 E","2020-08-26","06:45","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1511,"2020-08-26 07:52:18","37.15232 N","9.81017 E","2020-08-26","05:39","272.2°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1510,"2020-08-26 06:52:34","37.22313 N","9.81802 E","2020-08-26","04:51","177.3°","8.3 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1509,"2020-08-26 05:52:10","37.2733 N","9.912 E","2020-08-26","03:48","260.4°","0.5 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1508,"2020-08-26 04:52:27","37.27292 N","9.92958 E","2020-08-26","02:47","46.9°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1507,"2020-08-26 03:52:08","37.27262 N","9.92928 E","2020-08-26","01:47","27.5°","0.2 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1506,"2020-08-26 02:52:17","37.2726 N","9.92933 E","2020-08-26","00:41","3.0°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1505,"2020-08-26 01:52:25","37.27243 N","9.92912 E","2020-08-25","23:47","64.3°","0.1 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1504,"2020-08-26 00:52:19","37.27242 N","9.92908 E","2020-08-25","22:47","262.9°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1503,"2020-08-25 23:52:24","37.27243 N","9.929 E","2020-08-25","21:47","17.4°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1502,"2020-08-25 22:52:05","37.27245 N","9.92925 E","2020-08-25","20:47","140.5°","0.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1501,"2020-08-25 21:52:08","37.27238 N","9.92915 E","2020-08-25","19:47","232.8°","0.2 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1500,"2020-08-25 19:52:03","37.27237 N","9.92923 E","2020-08-25","17:51","83.9°","0.1 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1499,"2020-08-25 18:52:20","37.33073 N","9.97835 E","2020-08-25","16:51","214.6°","8.6 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1498,"2020-08-25 17:52:17","37.47707 N","10.24115 E","2020-08-25","14:44","269.0°","7.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1497,"2020-08-25 16:52:17","37.47707 N","10.24115 E","2020-08-25","14:44","269.0°","7.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1496,"2020-08-25 15:52:19","37.46743 N","10.53663 E","2020-08-25","12:44","273.0°","7.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
